date,daily_total_pnl,daily_avg_pnl,daily_pnl_volatility,daily_trade_count,daily_volume,daily_avg_trade_size,daily_avg_leverage,daily_max_leverage,daily_winning_trades,daily_win_rate,daily_avg_abs_pnl,value_first,classification_first,risk_adjusted_pnl,date_dt,sentiment_lag1,sentiment_lag2,sentiment_change,next_day_pnl,next_day_volume
2023-12-27,-704.8892269999999,-25.174615249999995,153.67464419092525,28,171411.06,6121.823571428571,0.25500524102553235,1.9414881623449831,4,0.14285714285714285,81.60614717857142,73.0,Greed,-4.557238393449336,2023-12-27,73.0,71.0,0.0,-970.730876,100117.25
2023-12-28,-970.730876,-42.20569026086957,55.01514381004261,23,100117.25,4352.923913043478,0.20180190706607704,0.4538450301683074,0,0.0,42.20569026086957,73.0,Greed,-17.329793516052057,2023-12-28,73.0,73.0,0.0,508.92214299999995,569559.72
2023-12-29,508.92214299999995,10.178442859999999,78.11192586732814,50,569559.72,11391.1944,81.84315357166442,200.0,15,0.3,26.28535514,65.0,Greed,6.432938364482112,2023-12-29,73.0,73.0,-8.0,354.998648,702550.21
2023-12-30,354.998648,6.826897076923077,68.40190063585914,52,702550.21,13510.58096153846,136.88890225131675,200.0,23,0.4423076923076923,29.663031846153846,68.0,Greed,5.115114207932462,2023-12-30,65.0,73.0,3.0,-129.53146,264239.52999999997
2024-01-01,-129.53146,-7.196192222222223,85.84776860469921,18,264239.52999999997,14679.973888888888,104.85312784974528,200.0,1,0.05555555555555555,38.49364355555556,65.0,Greed,-1.4914771223378471,2024-01-01,68.0,65.0,-3.0,783.979116,121348.74
2024-01-02,783.979116,46.11641858823529,134.42834386429288,17,121348.74,7138.1611764705885,40.09268303106376,200.0,8,0.47058823529411764,75.85691517647058,71.0,Greed,5.788885056333502,2024-01-02,65.0,68.0,6.0,866.015507,394499.36
2024-01-03,866.015507,12.925604582089552,50.415365667933756,67,394499.36,5888.050149253731,34.58054914833013,200.0,28,0.417910447761194,14.849107746268658,70.0,Greed,16.843515469541984,2024-01-03,71.0,65.0,-1.0,-67.60364,99792.54000000001
2024-01-04,-67.60364,-13.520728,29.544005214373353,5,99792.54000000001,19958.508,100.1128122452468,200.0,0,0.0,13.520728,68.0,Greed,-2.2133194230921354,2024-01-04,70.0,71.0,-2.0,164.141565,1703942.66
2024-01-05,164.141565,2.486993409090909,60.7235758141571,66,1703942.66,25817.31303030303,188.49016256293226,200.0,13,0.19696969696969696,19.401752712121212,72.0,Greed,2.659300969441761,2024-01-05,68.0,70.0,4.0,135.58166400000002,298521.4
2024-01-06,135.58166400000002,6.16280290909091,37.338371573804935,22,298521.4,13569.154545454547,63.233698346143996,200.0,10,0.45454545454545453,17.917435636363635,70.0,Greed,3.5364481701835637,2024-01-06,72.0,68.0,-2.0,-835.681235,1048850.06
2024-01-07,-835.681235,-8.615270463917525,34.037905927281535,97,1048850.06,10812.887216494846,72.8048663838274,200.0,9,0.09278350515463918,12.10959706185567,71.0,Greed,-23.850775692314254,2024-01-07,70.0,72.0,1.0,-269.874439,1522452.43
2024-01-08,-269.874439,-2.1083940546875,122.41963598502315,128,1522452.43,11894.159609375,89.11980567131734,200.0,32,0.25,32.2277496171875,71.0,Greed,-2.186641022282297,2024-01-08,71.0,70.0,0.0,-826.349863,870051.97
2024-01-09,-826.349863,-11.804998042857143,214.1803231936485,70,870051.97,12429.313857142857,101.66892931680087,200.0,18,0.2571428571428571,48.72733087142857,76.0,Extreme Greed,-3.8402668549593084,2024-01-09,71.0,71.0,5.0,-1517.091342,2057479.48
2024-01-10,-1517.091342,-7.860576901554404,119.7894328095249,193,2057479.48,10660.515440414507,124.31507521926311,200.0,41,0.21243523316062177,32.70399850777202,73.0,Greed,-12.559801852802218,2024-01-10,76.0,71.0,-3.0,-164.08950099999998,305314.1
2024-01-11,-164.08950099999998,-7.813785761904761,101.92627878710132,21,305314.1,14538.766666666666,139.44276597153547,200.0,5,0.23809523809523808,36.411317476190476,76.0,Extreme Greed,-1.5942430148418385,2024-01-11,73.0,76.0,3.0,-1925.519024,200082.27
2024-01-12,-1925.519024,-275.0741462857143,669.9280140108323,7,200082.27,28583.181428571428,200.0,200.0,0,0.0,275.0741462857143,71.0,Greed,-2.8699338584614713,2024-01-12,76.0,73.0,-5.0,152.85358,50636.1
2024-01-15,152.85358,10.918112857142857,33.645786328134285,14,50636.1,3616.8642857142854,111.20412318404513,200.0,9,0.6428571428571429,10.918112857142857,52.0,Neutral,4.4118952461435255,2024-01-15,71.0,76.0,-19.0,-2299.171458,116427.33
